business_id,name,primary_category,categories,city,price_range,avg_rating,review_count
dpEE0QVbYvpbuYgXBawmDg,Crop Rocks,Bars,"Bars, Nightlife, American (New), Restaurants",Cleveland,2,3.3125,16
QJ1YpQLVuentjgTQqNqqpw,XO Prime Steaks,Steakhouses,"Restaurants, Steakhouses",Cleveland,3,3.8666666666666667,60
dcytjy24XmYrLtjTjgyEZA,Rocky's Pizza,Pizza,"Restaurants, Pizza",Cleveland,2,3.75,8
xqxRWwtyvXCWZvVUM0tepg,Michelson & Morley,American (Traditional),"American (Traditional), Sandwiches, Pizza, Chicken Wings, Fast Food, Event Planning & Services, Venues & Event Spaces, Restaurants",Cleveland,2,4.0,5
mXaqyzYTqiTc-LrTFAm0Yw,Sabor Miami Cafe & Gallery,Cafes,"Restaurants, Cafes, Latin American",Cleveland,1,4.866666666666666,15
BDgfcq9xGZFtePH0YyV9ZA,Sixth City Diner,Breakfast & Brunch,"Breakfast & Brunch, American (New), Restaurants, Diners",Cleveland,1,2.875,8
QjZFYd5hme7EHegpuJngMQ,D'Vine Wine Bar,Tapas/Small Plates,"Restaurants, Tapas/Small Plates, Wine Bars, Nightlife, Bars",Cleveland,2,3.7142857142857144,28
wmstf9dw0-kN3YThIxx8eQ,Stone Mad Pub,Irish,"Irish, Bars, Pubs, Nightlife, Restaurants",Cleveland,2,3.739130434782609,69
dAkg4Tucp7b5AIPwkqjAGg,Abc the Tavern,American (New),"Restaurants, American (New), Dive Bars, American (Traditional), Nightlife, Bars",Cleveland,1,3.84375,64
rRTz0zVbjmrEY8dEZmPJTA,Otani Noodle,Noodles,"Noodles, Restaurants, Ramen, Japanese",Cleveland,2,3.911111111111111,45
ntds2JP29DPYp765oFqptw,Rusty Anchor,Party & Event Planning,"Party & Event Planning, Arts & Entertainment, Steakhouses, Seafood, Restaurants, Event Planning & Services",Cleveland,2,3.7777777777777777,18
QMAD8tvYgh53N-AyIvFHAw,Panini's on Coventry,American (New),"American (New), Bars, Sports Bars, Nightlife, American (Traditional), Sandwiches, Restaurants",Cleveland,2,2.717948717948718,39
G63I6tTMcQDBavorYBWUSg,Champps Restaurant & Bar,American (Traditional),"American (Traditional), Bars, Restaurants, Sports Bars, Nightlife",Cleveland,2,2.7222222222222223,18
8yZ_nBgRC3CT1RFJC6KhXA,Gene's Place To Dine,Breakfast & Brunch,"Restaurants, Breakfast & Brunch, Sandwiches",Cleveland,1,4.117647058823529,17
1RBh8N3oGEQpu20Sq_BAwA,Massimo da Milano,Bakeries,"Bakeries, Italian, Restaurants, Food",Cleveland,1,2.0,6
pnYDtPaVw_xRBHm9y0y4gg,Sammy's Beach Bar & Grill,Nightlife,"Nightlife, Restaurants, Bars, American (Traditional)",Cleveland,2,1.8571428571428572,7
de2E6-wKURd0RLJaq8mrTg,Happy's Pizza,Pizza,"Pizza, Restaurants",Cleveland,1,2.8333333333333335,6
rwKSKNRKXVERaltnjVltEA,Arcade Pizza,Fast Food,"Fast Food, Restaurants, Pizza",Cleveland,1,3.2222222222222223,9
QKhAME4uxgrOn-Aq3OURUQ,Harry Buffalo,Bars,"Bars, American (Traditional), Pubs, Burgers, Nightlife, Restaurants",Cleveland,2,3.142857142857143,42
rV6PwAjgpTx5Knr5lYouoQ,Master Pizza,Italian,"Italian, Event Planning & Services, Restaurants, Pizza, Caterers",Cleveland,1,3.15,20
Xg_eCdx99z5Y1oTLimniOw,Boaz Cafe,Lebanese,"Lebanese, Sandwiches, Food, Restaurants, Middle Eastern, Mediterranean, Juice Bars & Smoothies",Cleveland,1,4.72972972972973,37
olgPGh22pPVRkKw-c1ZOuA,Gus's Diner One Eight Five,Diners,"Restaurants, Diners",Cleveland,1,3.6153846153846154,13
S57rr30za_KzIUGkFqg3mw,Hard Rock Cafe,Burgers,"Burgers, Nightlife, Music Venues, Restaurants, American (New), American (Traditional), Arts & Entertainment",Cleveland,2,3.16,25
VV4NAmS0KJ8A8xOcQnKB6A,The Coffee House,Coffee & Tea,"Coffee & Tea, Restaurants, Food, Breakfast & Brunch",Cleveland,1,3.125,24
MX3TL4-ij22rLFBD1XjKGw,Fahrenheit,American (New),"American (New), Asian Fusion, Bars, Restaurants, Nightlife, Seafood, Cocktail Bars",Cleveland,3,4.111111111111111,99
XLA5RQ-Afg-OgeLhSTjabQ,Hotz's Café,American (Traditional),"American (Traditional), Pubs, Restaurants, Nightlife, Bars",Cleveland,1,4.315789473684211,19
z71cDtFTgwvT7ihsxesTzA,Chapati Indian Grill,Indian,"Indian, Restaurants, Halal, Vegan",Cleveland,1,2.6923076923076925,13
binymvD2QxETihoAmHOMSQ,Austin's Smokin' Steakhouse,Steakhouses,"Steakhouses, Restaurants",Cleveland,2,2.888888888888889,9
qeJ8OUASkd0KQ1oEN3P--w,The Dog House,Food,"Food, Hot Dogs, Restaurants",Cleveland,1,4.142857142857143,7
51w8nETUAMrTNQtuH9dZYw,Munch Vegetarian Kitchen,Vegetarian,"Restaurants, Vegetarian",Cleveland,1,3.0,5
VMcUG1dw4ldI_ldA2lGyEA,Kan Zaman,Dance Clubs,"Dance Clubs, Nightlife, Restaurants, Middle Eastern",Cleveland,2,3.3125,16
6g8S6V0iyYu6QMvt0QfIqA,Heck's Cafe,Burgers,"Restaurants, Burgers, American (Traditional), Breakfast & Brunch",Cleveland,2,3.663157894736842,95
8CRoFhyVzple6ji3S1_L-A,Ponte Vecchio,Italian,"Italian, Restaurants",Cleveland,3,4.090909090909091,11
lYppFHq_lmKLfUtQBFOheg,Al's Deli,Sandwiches,"Sandwiches, Delis, Restaurants",Cleveland,1,4.4,5
QjEob2WSROiBPVjh0-BfxQ,The Third Place,Sports Bars,"Sports Bars, Nightlife, Bars, American (Traditional), Restaurants",Cleveland,1,3.0,9
P3LC20iTwxv7CicqgNUXzA,Captain Tony's Pizza & Pasta,Pizza,"Pizza, Restaurants, Salad",Cleveland,1,3.4285714285714284,7
ZRLmQ3oAuspAkk5R6BOfyg,Fat Cats,Caterers,"Caterers, Event Planning & Services, Bars, Nightlife, Restaurants, American (New)",Cleveland,2,4.045454545454546,88
eBoRFMm14n6Bte5vJIaeSg,Buffalo Wild Wings,Sports Bars,"Sports Bars, American (Traditional), Nightlife, Bars, Restaurants, Chicken Wings",Cleveland,2,2.6470588235294117,17
UeKaHOLZATrb1H-XW3AiFQ,Holy Craft!,American (New),"American (New), Restaurants, Bars, Beer, Wine & Spirits, Breweries, Nightlife, Gastropubs, Pubs, Food",Cleveland,2,3.4,5
aOvEr1tluvkmwZjpzfxBAg,strEat Mobile Bistro,Food,"Restaurants, Food, American (New), Street Vendors, Food Trucks, Food Stands",Cleveland,1,4.2,10
cXmlv2WBzuB6JLMhaCvLuQ,Han Chinese Kabob & Grill,Specialty Food,"Specialty Food, Restaurants, Soup, Chinese, Noodles, Food",Cleveland,2,4.363636363636363,33
fja2EnaSxKu1D7uctMhw-w,Red The Steakhouse,Caterers,"Restaurants, Caterers, Event Planning & Services, Bars, Nightlife, Steakhouses",Cleveland,3,4.2631578947368425,57
4uMAsbmiYC3O6BfsMJJTJQ,Yum Yum's of Cleveland,Donuts,"Donuts, Breakfast & Brunch, Coffee & Tea, Food, Restaurants",Cleveland,1,4.181818181818182,11
e68xTl12ry5-RMEvWulUoA,JiBARO Gourmet Food Truck,Food Stands,"Food Stands, Specialty Food, Food Trucks, Latin American, Food, Restaurants, Street Vendors, Ethnic Food, Caribbean",Cleveland,1,4.2,10
kH8BdX2FEdREBXfeDsgjYw,Dim And Den Sum,Asian Fusion,"Asian Fusion, Food Trucks, Food, Food Stands, Restaurants",Cleveland,1,4.08,25
p2OvNFiFKnRoWSRON4-lcA,Le Bistro Du Beaujolais,French,"Restaurants, French",Cleveland,3,5.0,9
2qTT_zT99eHT4XqEJTOKLA,Congin's Pizza,Pizza,"Pizza, Italian, Restaurants",Cleveland,2,4.25,8
X0mNw8owxgJXrgTBR-7Yfg,Jack Flaps Luncheonette,American (New),"Restaurants, American (New), Breakfast & Brunch",Cleveland,2,3.5,24
xiGM1EfkRqZBBf1tuyr1vQ,Susy's Soup & Deli,Sandwiches,"Sandwiches, Restaurants, Soup",Cleveland,1,4.217391304347826,23
8B6HoeMy-xCeOarkMANdZA,Quisqueya La Bella,Dominican,"Dominican, Restaurants, Caribbean, Latin American",Cleveland,2,4.666666666666667,6
zKJ4KcZAfTNBIM7OvkVv3A,E 30th Street Cafe,Szechuan,"Szechuan, Restaurants, Chinese, Asian Fusion",Cleveland,2,2.769230769230769,13
l1ug2BtaafDvHpr3JEmbAQ,La Casa Tazumal,Latin American,"Restaurants, Latin American",Cleveland,1,4.1875,16
WuPSEvu8pES752S92awAVQ,Buffalo Wild Wings,Bars,"Bars, Sports Bars, Nightlife, American (Traditional), Chicken Wings, Restaurants",Cleveland,2,3.4444444444444446,9
G-u14MaU6ymd0gZoNX3mAQ,Coda,Jazz & Blues,"Jazz & Blues, Pizza, Bars, Nightlife, Arts & Entertainment, Dive Bars, Restaurants",Cleveland,2,4.0,7
tWtuHpIFtQHMQq8q8DG3dA,Tea House Noodles,Food,"Food, Asian Fusion, Chinese, Restaurants, Noodles, Fast Food, Tea Rooms, Salad, Thai",Cleveland,1,3.813953488372093,43
JX1_mKHN38bjgQP0JB3fkg,Tink Holl Seafood,Chinese,"Chinese, Restaurants, Seafood",Cleveland,2,3.2,5
whh4FifOxjPmhiBi0tyErg,Luna's Deli Restaurant,Delis,"Restaurants, Delis",Cleveland,1,3.4166666666666665,12
a1uoERTwwlf6yTAWaSUakA,Fracas Restaurant,Gastropubs,"Gastropubs, American (New), Nightlife, Bars, Restaurants",Cleveland,2,2.857142857142857,7
G_CW38j3t6VOZiiYtJQvng,Gyro Guys,Cafes,"Cafes, Greek, Restaurants, Sandwiches",Cleveland,1,4.315789473684211,19
fxw_kCJJDSQDtY7QJ66Fog,Cone Zone and Grill,Food,"Restaurants, Food, Ice Cream & Frozen Yogurt, Hot Dogs, American (Traditional)",Cleveland,1,4.0,9
aaWhSHpsE285eaSTzDxAMA,Bistro 185,French,"Restaurants, French, American (New), Mediterranean",Cleveland,2,3.757575757575758,33
drecpkFkgxAuvSglTIo9wQ,MotorMouth Food Truck,American (New),"Restaurants, American (New), Food Stands",Cleveland,2,3.4,10
EOBTIIbjfeLuTdXeFGsOTg,Anna In The Raw,Vegan,"Restaurants, Vegan, Gluten-Free, Food, Juice Bars & Smoothies",Cleveland,2,4.571428571428571,7
H9THotfiu-UjFL44rpLjCw,Provenance Café,Cafes,"Restaurants, Cafes",Cleveland,2,4.090909090909091,11
NBfhphIUcOgUpdf_QdDWvw,Jezebels Bayou,Lounges,"Restaurants, Lounges, Bars, Southern, Nightlife, Cajun/Creole",Cleveland,2,3.52,25
x1wYelMFfNppFvDAU661OQ,Alvie's Gateway Grill,Diners,"Restaurants, Diners",Cleveland,2,4.0,7
nRmTDIs3Gbis9aX2-v1qcw,Shula's 2,Sports Bars,"Sports Bars, Seafood, Restaurants, Nightlife, American (Traditional), Bars, Steakhouses",Cleveland,2,2.7142857142857144,21
2RmL-l7oQQOKNshFMoKl4w,Asia Food Company,Ethnic Food,"Restaurants, Ethnic Food, Imported Food, Food, Grocery, Japanese, Specialty Food",Cleveland,1,3.9523809523809526,21
L7txS44bvz862djgTOim9w,Bac Asian American Bistro & Bar,Asian Fusion,"Asian Fusion, Restaurants",Cleveland,2,4.005586592178771,179
18b_QEiqTD7cwJTLjNgw3g,Noodlecat,Asian Fusion,"Asian Fusion, Restaurants",Cleveland,1,3.8,5
dtszGNoYeZnUC2c1o04UZg,1890 at the Arcade,American (Traditional),"American (Traditional), Restaurants",Cleveland,2,2.9375,16
Tal9LqH3fvSDiF_-YDnfEg,Indian Delight,Indian,"Restaurants, Indian",Cleveland,2,3.6739130434782608,46
akCp7BceIrkkeOV5ndI_bQ,Au Bon Pain,Bakeries,"Bakeries, Restaurants, Cafes, Food",Cleveland,1,3.4166666666666665,12
zYbEKtLeosxhTzF4zSRIyA,Rumi's Market and Deli,Grocery,"Grocery, Food, Delis, Middle Eastern, Ethnic Food, Specialty Food, Restaurants",Cleveland,1,3.857142857142857,7
GDpd9KZdUgnjcoCWTTphqw,Szechuan Gourmet,Szechuan,"Szechuan, Chinese, Restaurants",Cleveland,2,4.4714285714285715,70
ntkeyTQNc735Dr-yjGd_IQ,Fired Up Taco Truck,Mexican,"Mexican, Food Trucks, Food, Street Vendors, Restaurants",Cleveland,1,4.294117647058823,17
RiGtSzVzc42CKjyZkDxZRA,Crop Bistro,American (Traditional),"American (Traditional), Restaurants, Event Planning & Services, Venues & Event Spaces, Nightlife, Bars, American (New), Breakfast & Brunch",Cleveland,3,4.264044943820225,178
h39PkiW3Zt0N_syoRsKbGQ,Las Dos Fronteras,Specialty Food,"Specialty Food, Ethnic Food, Food, Restaurants, Mexican",Cleveland,1,3.727272727272727,22
9SrZRDl7-ZfuENCo0DjfsQ,Punch Bowl Social Cleveland,Active Life,"Active Life, Pubs, Bars, Restaurants, Nightlife, Bowling, Gastropubs, American (New)",Cleveland,2,3.4367816091954024,87
W97YBvhkOOel-HkBBfQbYw,Seven Roses,Polish,"Polish, Delis, Restaurants, Buffets, Sandwiches",Cleveland,1,3.4615384615384617,13
qDqHD4iPXPecT1WnV0JRzA,Bin 216,Beer,"Beer, Wine & Spirits, Food, Restaurants, Tapas/Small Plates, Bars, Fondue, Desserts, Wine Bars, Nightlife",Cleveland,2,3.967741935483871,31
uRbrfI6DW0hn3Vj0tyjycA,V's Gourmet,Chicken Wings,"Chicken Wings, Fast Food, Sandwiches, Southern, Restaurants, Soul Food",Cleveland,1,4.714285714285714,14
IzEHkReZTds6ipOaCq2G6g,House of Blues - Music Venue,American (Traditional),"American (Traditional), Performing Arts, Restaurants, Nightlife, Musicians, American (New), Venues & Event Spaces, Bars, Arts & Entertainment, Music Venues, Event Planning & Services",Cleveland,2,3.2816901408450705,71
VXTReQT3Bqte_Liu58scdw,Canarys Family Restaurant,American (New),"American (New), Restaurants, Diners, Salad",Cleveland,1,3.7142857142857144,7
F-RyIw_kNi4a6TCt281j0A,Frank's Bratwurst,Food,"Food, Restaurants, Food Trucks, Specialty Food, Ethnic Food, Sandwiches, Hot Dogs",Cleveland,1,4.714285714285714,14
iNeiyfZ7MHK8dI0QZ4Ucsg,Big Al's Diner,Breakfast & Brunch,"Breakfast & Brunch, Restaurants, Diners",Cleveland,1,3.26,50
eoJfl5vG7X87QhcKb0nt5Q,Hofbrauhaus Cleveland,Nightlife,"Nightlife, Bars, German, Restaurants",Cleveland,2,3.453488372093023,86
ObelBwE40B5oYm2aA8yTjw,The Harp,Pubs,"Pubs, Irish, Bars, Restaurants, Nightlife",Cleveland,2,3.638888888888889,72
q0PH5CjXSdmpL-LLgCNdeA,Ferrara's Imported Foods,Delis,"Delis, Grocery, Food, Restaurants, Pizza",Cleveland,1,4.7,10
hWgMbRQKIBrAw18-I0KJQQ,Lobby Lounge On 6,Tea Rooms,"Tea Rooms, American (Traditional), Food, Lounges, Bars, Nightlife, Restaurants",Cleveland,3,3.8,5
nkTKlVAdh7DhFJMFvQiAXQ,Paninis Bar & Grill,Sports Bars,"Sports Bars, Pubs, Nightlife, Bars, Pizza, Sandwiches, Restaurants",Cleveland,1,4.071428571428571,14
COuznKd_gb_N8hlOy3_i9w,Zinc At 668,American (New),"American (New), French, Restaurants",Cleveland,3,3.0526315789473686,19
dN2y_stPXdw1u0io64fc0w,Zig's Pub & Grill.,American (New),"American (New), Restaurants",Cleveland,1,3.1666666666666665,6
Dm9p-2DX-3ID90_DsLHauQ,Fuel Coffee Bar,Food,"Food, Cafes, Restaurants, Coffee & Tea",Cleveland,1,3.909090909090909,11
B_ouKNVsEDrGHwec280CAg,Denny's,Diners,"Diners, Breakfast & Brunch, Restaurants, American (Traditional)",Cleveland,1,2.7142857142857144,7
ugGMhvYnjheG3rHKxK2-gQ,Euro Wafel Bar,Coffee & Tea,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch",Cleveland,1,4.0,14
bM3ARXFMxGrntnHS6a7vEQ,Flaming Ice Cube,Vegan,"Vegan, Restaurants",Cleveland,1,3.9642857142857144,56
IXLDpnSLYiyz9tjOrpCFpA,Tilted Kilt Pub & Eatery,Bars,"Bars, Pubs, Restaurants, Chicken Wings, Nightlife, American (Traditional), Sports Bars",Cleveland,2,2.675,40
7fiRVsawDX0vCpoMTbbxcQ,China House,Chinese,"Restaurants, Chinese",Cleveland,1,2.8,5
YI-79PxZcX6X009ynWRLoQ,Mirch Masala,Indian,"Indian, Restaurants",Cleveland,1,2.642857142857143,14
DBGf3gaJ30ObzQ5fo1SSLg,Battery Park Wine Bar,Tapas/Small Plates,"Tapas/Small Plates, Wine Bars, Restaurants, Nightlife, Bars",Cleveland,2,3.5185185185185186,27
bLi48v8Div6Qm2Fyaw0C6Q,Hodge's,American (Traditional),"Restaurants, American (Traditional), Sports Bars, Burgers, Bars, American (New), Nightlife, Tapas/Small Plates",Cleveland,2,3.9705882352941178,136
TKaND6oV1n2ylnCYoAfoag,La Plaza Supermarket,Mexican,"Mexican, Grocery, Restaurants, Bakeries, Food",Cleveland,1,4.666666666666667,75
6XkWMEJc3ecJH6HKKjfclA,Jimmy John's,Food Delivery Services,"Food Delivery Services, Restaurants, Delis, Sandwiches, Food",Cleveland,1,3.125,8
_Rw3EkxvI_tJIVbnT5jT2A,Caffe Roma,Italian,"Italian, Restaurants",Cleveland,2,3.3333333333333335,24
DDzUKZj7EU4mLNbRWwMoFw,Orale Contemporary Mexican Cuisine,Food Stands,"Food Stands, Restaurants, Mexican",Cleveland,2,4.076923076923077,13
Z1mLBp6BMlHSQUh364vk1g,Blue Point Grille,Seafood,"Seafood, Restaurants, American (New)",Cleveland,3,4.181818181818182,88
czBupdPk4qbW5wlMOEOcWQ,Tomaydo Tomahhdo Express,Italian,"Restaurants, Italian",Cleveland,1,4.117647058823529,17
BX-JlaAowcQ5FpPsS4d9rg,Burger King,Hot Dogs,"Restaurants, Hot Dogs, Burgers, Fast Food",Cleveland,1,2.3333333333333335,6
1iQFx2CcAWon9JaBOJUZJw,Flyers Bar & Grill,Nightlife,"Nightlife, Sports Bars, Bars, Restaurants",Cleveland,1,2.4,5
V4YBWutY9j3ONvrTH-EhMg,Giant Eagle Supermarket,Drugstores,"Restaurants, Drugstores, Food, Delis, Shopping, Grocery, Beer, Wine & Spirits",Cleveland,2,2.8947368421052633,19
8FBFFu--uMxj2pxMESeOeQ,Dynomite Burgers & Sushi,Sushi Bars,"Sushi Bars, Burgers, Nightlife, Food, Bars, Restaurants, Beer, Wine & Spirits",Cleveland,2,3.6944444444444446,36
Kr4HUtvJ8zRjCqbCJRSSSQ,Aria Nails,Nail Salons,"Restaurants, Nail Salons, Beauty & Spas",Cleveland,2,4.571428571428571,7
Jzc4lKBUUNo_DD-9aQJsbQ,Dave's Cosmic Subs,Food,"Food, Sandwiches, Restaurants, Specialty Food",Cleveland,1,3.6,25
-JgxoIIxZf0q-PGD7P96Fg,Viaduct Lounge,Nightlife,"Nightlife, Lounges, Party & Event Planning, Restaurants, Bars, Event Planning & Services, American (New)",Cleveland,3,2.888888888888889,9
cd3ZlHmdNI4XlxGQBwPjvA,Big Egg Family Restaurant,Diners,"Restaurants, Diners, Breakfast & Brunch",Cleveland,1,2.9545454545454546,22
XM2qN3PiQbfSYo6zmHgSlQ,Gillespie's Map Room,Pubs,"Restaurants, Pubs, Pizza, Bars, Nightlife",Cleveland,1,3.7777777777777777,72
mrCOQuRY60xAMkQVSf3nCA,Parnell's Irish Pub,Pubs,"Pubs, Bars, Nightlife, Irish Pub, Irish, Restaurants",Cleveland,2,4.142857142857143,21
uBGPTzye3wrxZPf54AXuFg,Nuevo Modern Mexican & Tequila Bar,Nightlife,"Restaurants, Nightlife, New Mexican Cuisine, Cocktail Bars, Bars",Cleveland,2,3.0,37
cXyUYLY2xi4HpqZqjCQmfQ,Ironwood Cafe,Event Planning & Services,"Event Planning & Services, American (New), Nightlife, Restaurants, Bars, Sports Bars, Caterers, Barbeque",Cleveland,2,2.142857142857143,7
nDKX55KbERSd_KzYHPgEdw,Gepetto's And Johnny Malloy's,Nightlife,"Nightlife, Bars, Sports Bars, Restaurants, Pizza",Cleveland,1,2.5,10
Ya9FMj-MWMkeMcog06N5bQ,Bar Louie,Italian,"Italian, Bars, Restaurants, American (New), Nightlife, Cocktail Bars",Cleveland,2,3.1020408163265305,49
yTv4ptghx8xrErx6dcW3HA,Toast,Bars,"Bars, American (Traditional), Nightlife, Breakfast & Brunch, Restaurants, Wine Bars, Tapas/Small Plates",Cleveland,2,3.980769230769231,52
P0ytQBoqSbMG9S7Hx-PAdw,Old Fashion Hot Dogs,Burgers,"Restaurants, Burgers, Fast Food, Hot Dogs",Cleveland,1,4.346153846153846,26
AEUzqUECmLCrPkIS9ryDCw,Applebee's,Burgers,"Burgers, Bars, American (Traditional), Nightlife, Restaurants, Sports Bars",Cleveland,2,2.888888888888889,9
NKMkvLWatV9v7zbMNS6D3g,Jackie Chen Asian Dinner,Asian Fusion,"Asian Fusion, Restaurants",Cleveland,1,4.142857142857143,7
E9OP8TODswMcmTEGXE1C_g,Guys Pizza Co,Pizza,"Pizza, Restaurants, Burgers, Chicken Wings",Cleveland,1,3.0416666666666665,24
UQMQDq8yuxnyQyBIoKhzoQ,Indian Flame Restaurant,Buffets,"Restaurants, Buffets, Indian",Cleveland,2,3.6666666666666665,60
YyyqcbVyoBo4wPsgowUtUQ,SASA,Japanese,"Japanese, Restaurants",Cleveland,2,3.8125,48
7LzhLKAwS7PHUvaPIW833A,Dominic's Santos,American (Traditional),"American (Traditional), Pizza, Restaurants, Italian",Cleveland,2,2.9,10
umYIc-FJg-3tsqoVaM-Mnw,Earth Bistro Cafe,Cuban,"Restaurants, Cuban, Vegan, Juice Bars & Smoothies, Vegetarian, Food",Cleveland,2,4.392857142857143,28
RahdAQ5h6_nu50jeR2EKTQ,State Road Pizza,Pizza,"Restaurants, Pizza",Cleveland,1,4.0,5
AFafWFYGKjJZ1pTvjnot2g,The Pub,British,"British, Nightlife, Pubs, Bars, Restaurants",Cleveland,2,2.9473684210526314,19
nIJr76IGIGS3nkmieY3Vow,Trattoria Roman Gardens,Italian,"Restaurants, Italian",Cleveland,2,3.492063492063492,63
4sYUOH1R2r4mCCJSjJ66ow,Academy Tavern,Nightlife,"Nightlife, American (Traditional), Restaurants, Pubs, Bars",Cleveland,2,3.8333333333333335,30
qfOSFYfT23CIya1KmD7EGw,Grayton Road Tavern,Nightlife,"Nightlife, Bars, Burgers, American (Traditional), Sports Bars, Restaurants, Pubs",Cleveland,2,3.5454545454545454,11
pM5OiwjOih7twp4mP0Rmhw,The Old Angle Tavern,Nightlife,"Nightlife, American (Traditional), Bars, Pubs, Restaurants",Cleveland,2,3.9411764705882355,51
zZa54XuYySbT1DI2WG4i3A,Otto Moser Restaurant,Nightlife,"Nightlife, Restaurants, American (Traditional), Bars",Cleveland,2,2.5714285714285716,7
ZLPAP1YKL56ODigLn4wd3w,The Willeyville,American (New),"Restaurants, American (New), Chicken Wings",Cleveland,2,3.849056603773585,53
1u4EvujoBP37oEL4SGLpgA,Civilization,Sandwiches,"Sandwiches, Coffee & Tea, Cafes, Soup, Food, Restaurants",Cleveland,1,3.759259259259259,54
wTTNXThF1RQ3Lu5FnujmOA,Banter Beer & Wine,Food,"Food, Nightlife, Restaurants, American (New), Beer, Wine & Spirits",Cleveland,2,4.612244897959184,49
uSRgegdEFHHasT5BbRkcFA,A Bar and Kitchen,Nightlife,"Nightlife, American (New), Sports Bars, Restaurants, Food, Beer, Wine & Spirits, American (Traditional), Bars",Cleveland,2,3.8620689655172415,29
aAVydRJ23okd1AHi2AS4Mw,Cleveland Corned Beef,Delis,"Restaurants, Delis, American (Traditional), Sandwiches",Cleveland,1,3.3076923076923075,13
4t6z1AT8qBfwaBm13d1GMA,PJ McIntyres Irish Pub,Bars,"Restaurants, Bars, Irish, Nightlife, Pubs",Cleveland,2,3.7,30
Tm2dKN_-DCdZfF2xMWrX7w,Siam Cafe,Seafood,"Seafood, Chinese, Restaurants, Thai, Asian Fusion",Cleveland,2,3.6136363636363638,88
bMSiHjs2fbKbBNPyuTwhHA,Coastal Taco,Bars,"Bars, Restaurants, Mexican, Nightlife",Cleveland,2,3.0588235294117645,68
0Wp67zZWeVm8BfLZkW72_w,Colonial Eatery,American (Traditional),"Restaurants, American (Traditional), Middle Eastern, Lebanese",Cleveland,1,3.5,8
zo9fKM_Sty6qGztXKoMPmQ,Dave's Cosmic Subs,Sandwiches,"Restaurants, Sandwiches",Cleveland,1,4.285714285714286,7
26CMx5t6_h5PWT4gcae4zw,Beviamo Cafe,Coffee & Tea,"Coffee & Tea, Food, Middle Eastern, Vegan, Restaurants, Juice Bars & Smoothies, Lebanese",Cleveland,2,4.6,10
E60s6EXdPhet5FKJfA_YVQ,New Heights Grill,American (Traditional),"Restaurants, American (Traditional), Beer, Wine & Spirits, Food",Cleveland,2,3.7777777777777777,18
I5YF1kl3LCVM6nDeP8rUzQ,Papa Nick's Pizza & Pasta,Pizza,"Pizza, Restaurants",Cleveland,1,3.411764705882353,17
_rFhH-eSg6heHC9m0t-cBg,Characters Sports Bar and Grill,American (Traditional),"American (Traditional), Burgers, Restaurants, Nightlife, Sports Bars, Bars",Cleveland,1,3.625,8
QG37umIGrDFzkdmBqFLAYQ,Steve's Diner,American (Traditional),"American (Traditional), Restaurants, Diners, Hot Dogs",Cleveland,1,3.75,12
SzcCJJmreMlWCsNjupdVAA,L'Albatros,French,"French, Restaurants",Cleveland,3,4.456066945606694,239
4GkiahNmE3G3-RFn3xrAYg,Carnegie Kitchen & Dining,American (New),"Restaurants, American (New), Breakfast & Brunch",Cleveland,2,3.6666666666666665,18
91diBNaSiwHr6tUXXJee-Q,Anthonys of Little Italy,Italian,"Italian, Nightlife, Restaurants, Bars",Cleveland,2,3.6666666666666665,18
FutUAQPBfCeTmqytfDW1pA,Chipotle Mexican Grill,Fast Food,"Fast Food, Restaurants, Mexican",Cleveland,1,3.0,29
huYgyzdbIwj2JF3U4fGT6w,W XYZ Bar,Tapas/Small Plates,"Tapas/Small Plates, Cocktail Bars, American (New), Bars, Lounges, Nightlife, Event Planning & Services, Restaurants, Venues & Event Spaces",Cleveland,2,3.6,5
6TMNUvxPfU6HnNMVa_Fv4Q,Accent Restaurant,Asian Fusion,"Asian Fusion, Japanese, Restaurants",Cleveland,3,3.3846153846153846,13
Ye7m47NmlX-r6dyCU1ix0A,Pure & Supreme Cuisine,Gluten-Free,"Gluten-Free, Vegan, Soul Food, Restaurants",Cleveland,1,4.052631578947368,19
E_tvJL3lfmCTWAcq2js8Kw,A Touch of Italy,Pizza,"Pizza, Restaurants",Cleveland,2,2.2857142857142856,7
1zKjojtmAHuVOHhtGVxC2Q,Jukebox,Music Venues,"Music Venues, Cocktail Bars, Bars, Restaurants, Nightlife, Arts & Entertainment",Cleveland,1,4.5,34
TaEASKZil0TT7CAzyqFUgw,Margaritaville - Cleveland,Nightlife,"Restaurants, Nightlife, Bars, American (Traditional)",Cleveland,3,3.4444444444444446,9
w4a6TuFWArSc29dB51rPNA,Bar Cento,Bars,"Bars, Beer, Wine & Spirits, Nightlife, Lounges, Restaurants, Pizza, Gastropubs, American (New), Food",Cleveland,2,3.7803030303030303,132
KHdYW6Wl4wWXW60by60P0A,Rebol,Beer Bar,"Beer Bar, Bars, Nightlife, Coffee & Tea, Restaurants, Cafes, Food, Breakfast & Brunch, Cocktail Bars",Cleveland,1,4.116279069767442,43
zGWTylnfPBV3nuNhRyFpOw,Seven Seas Seafood,Fish & Chips,"Fish & Chips, Restaurants, Food, Seafood Markets, Specialty Food",Cleveland,1,3.3333333333333335,6
